match_id,date,season_id,home,away,home_goals,away_goals,home_xg,away_xg
sr:sport_event:56418683,2025-10-10T18:45:00+00:00,sr:season:127075,Belgium,North Macedonia,0,0,1.997,0.086
sr:sport_event:56418687,2025-10-13T18:45:00+00:00,sr:season:127075,Wales,Belgium,2,4,0.908,1.068
sr:sport_event:56418689,2025-11-15T14:00:00+00:00,sr:season:127075,Kazakhstan,Belgium,1,1,0.329,1.32
sr:sport_event:56418693,2025-11-18T19:45:00+00:00,sr:season:127075,Belgium,Liechtenstein,7,0,3.029,0.055
sr:sport_event:56418697,2025-03-21T19:45:00+00:00,sr:season:127075,England,Albania,2,0,0.996,0.189
sr:sport_event:56418703,2025-03-24T19:45:00+00:00,sr:season:127075,England,Latvia,3,0,2.781,0.185
sr:sport_event:56418705,2025-06-07T16:00:00+00:00,sr:season:127075,Andorra,England,0,1,0.377,1.749
sr:sport_event:56418715,2025-09-06T16:00:00+00:00,sr:season:127075,England,Andorra,2,0,1.564,0.132
sr:sport_event:56418719,2025-09-09T18:45:00+00:00,sr:season:127075,Serbia,England,0,5,0.186,2.162
sr:sport_event:56418727,2025-10-14T18:45:00+00:00,sr:season:127075,Latvia,England,0,5,0.265,1.731
sr:sport_event:56418731,2025-11-13T19:45:00+00:00,sr:season:127075,England,Serbia,2,0,2.075,0.94
sr:sport_event:56418733,2025-11-16T17:00:00+00:00,sr:season:127075,Albania,England,0,2,0.853,2.388
sr:sport_event:56418747,2025-06-07T18:45:00+00:00,sr:season:127075,Finland,Netherlands,0,2,0.481,1.899
sr:sport_event:56418751,2025-06-10T18:45:00+00:00,sr:season:127075,Netherlands,Malta,8,0,2.595,0.449
sr:sport_event:56418755,2025-09-04T18:45:00+00:00,sr:season:127075,Netherlands,Poland,1,1,1.032,0.722
sr:sport_event:56418757,2025-09-07T16:00:00+00:00,sr:season:127075,Lithuania,Netherlands,2,3,0.449,1.547
sr:sport_event:56418763,2025-10-09T18:45:00+00:00,sr:season:127075,Malta,Netherlands,0,4,0.308,1.436
sr:sport_event:56418767,2025-10-12T16:00:00+00:00,sr:season:127075,Netherlands,Finland,4,0,1.742,1.04
sr:sport_event:56418771,2025-11-14T19:45:00+00:00,sr:season:127075,Poland,Netherlands,1,1,0.937,0.468
sr:sport_event:56418775,2025-11-17T19:45:00+00:00,sr:season:127075,Netherlands,Lithuania,4,0,1.709,0.45
sr:sport_event:56418785,2025-03-22T19:45:00+00:00,sr:season:127075,Czechia,Faroe Islands,2,1,1.795,0.354
sr:sport_event:56418787,2025-03-25T19:45:00+00:00,sr:season:127075,Gibraltar,Czechia,0,4,0.0,3.082
sr:sport_event:56418791,2025-06-06T18:45:00+00:00,sr:season:127075,Czechia,Montenegro,2,0,1.285,0.43
sr:sport_event:56418793,2025-06-06T18:45:00+00:00,sr:season:127075,Gibraltar,Croatia,0,7,0.206,2.843
sr:sport_event:56418797,2025-06-09T18:45:00+00:00,sr:season:127075,Croatia,Czechia,5,1,1.229,0.744
sr:sport_event:56418799,2025-09-05T18:45:00+00:00,sr:season:127075,Faroe Islands,Croatia,0,1,0.843,2.765
sr:sport_event:56418801,2025-09-05T18:45:00+00:00,sr:season:127075,Montenegro,Czechia,0,2,1.816,3.479
sr:sport_event:56418805,2025-09-08T18:45:00+00:00,sr:season:127075,Croatia,Montenegro,4,0,3.75,0.086
sr:sport_event:56418807,2025-10-09T18:45:00+00:00,sr:season:127075,Czechia,Croatia,0,0,1.026,0.994
sr:sport_event:56418811,2025-10-12T16:00:00+00:00,sr:season:127075,Faroe Islands,Czechia,2,1,0.528,0.869
sr:sport_event:56418813,2025-10-12T18:45:00+00:00,sr:season:127075,Croatia,Gibraltar,3,0,3.84,0.109
sr:sport_event:56418817,2025-11-14T19:45:00+00:00,sr:season:127075,Croatia,Faroe Islands,3,1,1.922,1.103
sr:sport_event:56418819,2025-11-17T19:45:00+00:00,sr:season:127075,Czechia,Gibraltar,6,0,2.88,0.0
sr:sport_event:56418821,2025-11-17T19:45:00+00:00,sr:season:127075,Montenegro,Croatia,2,3,1.115,1.728
sr:sport_event:59148799,2025-03-24T06:00:00+00:00,sr:season:121357,New Caledonia,New Zealand,0,0,0.0,0.0
sr:sport_event:60376735,2025-06-05T23:00:00+00:00,sr:season:109025,Paraguay,Uruguay,2,0,0.841,0.409
sr:sport_event:60376737,2025-06-05T23:00:00+00:00,sr:season:109025,Ecuador,Brazil,0,0,0.596,0.4
sr:sport_event:60376739,2025-06-06T01:00:00+00:00,sr:season:109025,Chile,Argentina,0,1,0.569,1.336
sr:sport_event:60376741,2025-06-06T20:30:00+00:00,sr:season:109025,Colombia,Peru,0,0,1.052,0.039
sr:sport_event:60376747,2025-06-10T23:00:00+00:00,sr:season:109025,Uruguay,Venezuela,2,0,1.09,0.531
sr:sport_event:60376749,2025-06-11T00:00:00+00:00,sr:season:109025,Argentina,Colombia,1,1,0.966,0.837
sr:sport_event:60376751,2025-06-11T00:45:00+00:00,sr:season:109025,Brazil,Paraguay,1,0,2.139,0.362
sr:sport_event:60376753,2025-06-11T01:30:00+00:00,sr:season:109025,Peru,Ecuador,0,0,2.632,1.746
sr:sport_event:61964100,2025-09-04T23:30:00+00:00,sr:season:109025,Argentina,Venezuela,3,0,2.302,0.263
sr:sport_event:61964102,2025-09-04T23:30:00+00:00,sr:season:109025,Colombia,Bolivia,3,0,1.794,0.548
sr:sport_event:61964104,2025-09-04T23:30:00+00:00,sr:season:109025,Paraguay,Ecuador,0,0,0.531,0.249
sr:sport_event:61964218,2025-09-04T23:30:00+00:00,sr:season:109025,Uruguay,Peru,3,0,2.112,1.17
sr:sport_event:61964220,2025-09-05T00:30:00+00:00,sr:season:109025,Brazil,Chile,3,0,2.317,0.419
sr:sport_event:61964222,2025-09-09T23:00:00+00:00,sr:season:109025,Ecuador,Argentina,1,0,1.076,0.357
sr:sport_event:61964224,2025-09-09T23:30:00+00:00,sr:season:109025,Bolivia,Brazil,1,0,1.256,0.371
sr:sport_event:61964226,2025-09-09T23:30:00+00:00,sr:season:109025,Chile,Uruguay,0,0,1.386,0.572
sr:sport_event:61964228,2025-09-09T23:30:00+00:00,sr:season:109025,Peru,Paraguay,0,1,1.87,1.138
sr:sport_event:61964230,2025-09-09T23:30:00+00:00,sr:season:109025,Venezuela,Colombia,3,6,1.064,1.397
sr:sport_event:62282194,2025-09-04T21:30:00+00:00,sr:season:115355,Suriname,Panama,0,0,0.0,0.0
sr:sport_event:62282200,2025-09-09T01:30:00+00:00,sr:season:115355,Panama,Guatemala,1,1,0.0,0.0
sr:sport_event:62282206,2025-10-11T01:00:00+00:00,sr:season:115355,El Salvador,Panama,0,1,0.0,0.0
sr:sport_event:62282280,2025-10-15T01:00:00+00:00,sr:season:115355,Panama,Suriname,1,1,0.0,0.0
sr:sport_event:62282282,2025-11-14T02:00:00+00:00,sr:season:115355,Guatemala,Panama,2,3,0.0,0.0
sr:sport_event:62282288,2025-11-19T01:00:00+00:00,sr:season:115355,Panama,El Salvador,3,0,0.0,0.0
sr:sport_event:62282300,2025-09-06T00:00:00+00:00,sr:season:115355,Trinidad and Tobago,Curacao,0,0,0.0,0.0
sr:sport_event:62282304,2025-09-10T00:00:00+00:00,sr:season:115355,Curacao,Bermuda,3,2,0.0,0.0
sr:sport_event:62282308,2025-10-10T23:00:00+00:00,sr:season:115355,Curacao,Jamaica,2,0,0.0,0.0
sr:sport_event:62282312,2025-10-14T23:00:00+00:00,sr:season:115355,Curacao,Trinidad and Tobago,1,1,0.0,0.0
sr:sport_event:62282316,2025-11-14T00:00:00+00:00,sr:season:115355,Bermuda,Curacao,0,7,0.0,0.0
sr:sport_event:62282322,2025-11-19T01:00:00+00:00,sr:season:115355,Jamaica,Curacao,0,0,0.0,0.0
sr:sport_event:62282418,2025-09-06T00:00:00+00:00,sr:season:115355,Haiti,Honduras,0,0,0.0,0.0
sr:sport_event:62282422,2025-09-10T02:00:00+00:00,sr:season:115355,Costa Rica,Haiti,0,0,0.0,0.0
sr:sport_event:62282428,2025-10-10T00:00:00+00:00,sr:season:115355,Nicaragua,Haiti,0,0,0.0,0.0
sr:sport_event:62282432,2025-10-14T00:00:00+00:00,sr:season:115355,Honduras,Haiti,0,0,0.0,0.0
sr:sport_event:62282436,2025-11-14T02:00:00+00:00,sr:season:115355,Haiti,Costa Rica,0,0,0.0,0.0
sr:sport_event:62282440,2025-11-19T01:00:00+00:00,sr:season:115355,Haiti,Nicaragua,0,0,0.0,0.0
sr:sport_event:64772592,2025-11-13T19:00:00+00:00,sr:season:112442,Cameroon,Congo DR,0,1,0.0,0.0
sr:sport_event:65657152,2025-11-16T19:00:00+00:00,sr:season:112442,Nigeria,Congo DR,1,1,0.0,0.0
sr:sport_event:65897784,2026-03-26T19:45:00+00:00,sr:season:127075,Wales,Bosnia and Herzegovina,1,1,1.653,1.681
sr:sport_event:65897790,2026-03-26T19:45:00+00:00,sr:season:127075,Czechia,Ireland,2,2,1.158,0.903
sr:sport_event:65897794,2026-03-26T19:45:00+00:00,sr:season:127075,Ukraine,Sweden,1,3,1.091,0.798
sr:sport_event:65897796,2026-03-26T17:00:00+00:00,sr:season:127075,Turkiye,Romania,1,0,1.471,0.622
sr:sport_event:65899774,2026-03-31T21:00:00+00:00,sr:season:137130,Congo DR,Jamaica,1,0,2.697,0.816
sr:sport_event:65899776,2026-04-01T03:00:00+00:00,sr:season:137130,Iraq,Bolivia,2,1,0.699,1.203
sr:sport_event:65901000,2026-03-31T18:45:00+00:00,sr:season:127075,Bosnia and Herzegovina,Italy,1,1,2.494,0.995
sr:sport_event:65901002,2026-03-31T18:45:00+00:00,sr:season:127075,Sweden,Poland,3,2,1.224,1.539
sr:sport_event:65901008,2026-03-31T18:45:00+00:00,sr:season:127075,Kosovo,Turkiye,0,1,1.591,1.68
sr:sport_event:65901016,2026-03-31T18:45:00+00:00,sr:season:127075,Czechia,Denmark,2,2,1.049,1.925
sr:sport_event:66456904,2026-06-11T19:00:00+00:00,sr:season:101177,Mexico,South Africa,2,0,1.916,0.309
sr:sport_event:66456906,2026-06-12T02:00:00+00:00,sr:season:101177,Korea Republic,Czechia,2,1,2.145,1.287
sr:sport_event:66456908,2026-06-19T01:00:00+00:00,sr:season:101177,Mexico,Korea Republic,1,0,1.164,1.619
sr:sport_event:66456910,2026-06-18T16:00:00+00:00,sr:season:101177,Czechia,South Africa,1,1,1.95,1.529
sr:sport_event:66456916,2026-06-12T19:00:00+00:00,sr:season:101177,Canada,Bosnia and Herzegovina,1,1,2.114,1.589
sr:sport_event:66456918,2026-06-13T19:00:00+00:00,sr:season:101177,Qatar,Switzerland,1,1,0.779,3.291
sr:sport_event:66456920,2026-06-18T22:00:00+00:00,sr:season:101177,Canada,Qatar,6,0,5.457,0.231
sr:sport_event:66456922,2026-06-18T19:00:00+00:00,sr:season:101177,Switzerland,Bosnia and Herzegovina,4,1,1.575,0.461
sr:sport_event:66456924,2026-06-24T19:00:00+00:00,sr:season:101177,Switzerland,Canada,2,1,0.755,2.146
sr:sport_event:66456926,2026-06-24T19:00:00+00:00,sr:season:101177,Bosnia and Herzegovina,Qatar,3,1,1.785,1.488
sr:sport_event:66456928,2026-06-13T22:00:00+00:00,sr:season:101177,Brazil,Morocco,1,1,1.038,1.553
sr:sport_event:66456930,2026-06-14T01:00:00+00:00,sr:season:101177,Haiti,Scotland,0,1,1.566,1.295
sr:sport_event:66456932,2026-06-20T00:30:00+00:00,sr:season:101177,Brazil,Haiti,3,0,1.358,0.954
sr:sport_event:66456934,2026-06-19T22:00:00+00:00,sr:season:101177,Scotland,Morocco,0,1,0.935,1.196
sr:sport_event:66456936,2026-06-24T22:00:00+00:00,sr:season:101177,Scotland,Brazil,0,3,1.883,3.389
sr:sport_event:66456938,2026-06-24T22:00:00+00:00,sr:season:101177,Morocco,Haiti,4,2,3.299,0.642
sr:sport_event:66456940,2026-06-13T01:00:00+00:00,sr:season:101177,USA,Paraguay,4,1,2.934,0.838
sr:sport_event:66456942,2026-06-14T04:00:00+00:00,sr:season:101177,Australia,Turkiye,2,0,0.92,3.11
sr:sport_event:66456944,2026-06-19T19:00:00+00:00,sr:season:101177,USA,Australia,2,0,1.696,0.566
sr:sport_event:66456946,2026-06-20T03:00:00+00:00,sr:season:101177,Turkiye,Paraguay,0,1,4.001,0.615
sr:sport_event:66456968,2026-06-14T20:00:00+00:00,sr:season:101177,Netherlands,Japan,2,2,1.947,1.002
sr:sport_event:66456970,2026-06-15T02:00:00+00:00,sr:season:101177,Sweden,Tunisia,5,1,1.956,0.498
sr:sport_event:66456972,2026-06-20T17:00:00+00:00,sr:season:101177,Netherlands,Sweden,5,1,2.155,2.466
sr:sport_event:66456974,2026-06-21T04:00:00+00:00,sr:season:101177,Tunisia,Japan,0,4,0.338,1.807
sr:sport_event:66456982,2026-06-15T19:00:00+00:00,sr:season:101177,Belgium,Egypt,1,1,2.16,1.793
sr:sport_event:66456984,2026-06-16T01:00:00+00:00,sr:season:101177,IR Iran,New Zealand,2,2,2.409,1.795
sr:sport_event:66456986,2026-06-21T19:00:00+00:00,sr:season:101177,Belgium,IR Iran,0,0,2.855,0.946
sr:sport_event:66456988,2026-06-22T01:00:00+00:00,sr:season:101177,New Zealand,Egypt,1,3,1.513,2.911
sr:sport_event:66456994,2026-06-15T16:00:00+00:00,sr:season:101177,Spain,Cape Verde,0,0,3.517,0.629
sr:sport_event:66456996,2026-06-15T22:00:00+00:00,sr:season:101177,Saudi Arabia,Uruguay,1,1,1.557,4.258
sr:sport_event:66456998,2026-06-21T16:00:00+00:00,sr:season:101177,Spain,Saudi Arabia,4,0,2.515,0.223
sr:sport_event:66457000,2026-06-21T22:00:00+00:00,sr:season:101177,Uruguay,Cape Verde,2,2,2.694,0.849
sr:sport_event:66457006,2026-06-16T19:00:00+00:00,sr:season:101177,France,Senegal,3,1,1.4,0.879
sr:sport_event:66457008,2026-06-16T22:00:00+00:00,sr:season:101177,Iraq,Norway,1,4,1.923,2.647
sr:sport_event:66457010,2026-06-22T21:00:00+00:00,sr:season:101177,France,Iraq,3,0,2.579,0.698
sr:sport_event:66457012,2026-06-23T00:00:00+00:00,sr:season:101177,Norway,Senegal,3,2,2.118,3.13
sr:sport_event:66457018,2026-06-17T01:00:00+00:00,sr:season:101177,Argentina,Algeria,3,0,1.151,0.627
sr:sport_event:66457020,2026-06-17T04:00:00+00:00,sr:season:101177,Austria,Jordan,3,1,0.826,1.267
sr:sport_event:66457022,2026-06-22T17:00:00+00:00,sr:season:101177,Argentina,Austria,2,0,2.018,0.96
sr:sport_event:66457024,2026-06-23T03:00:00+00:00,sr:season:101177,Jordan,Algeria,1,2,0.872,2.58
sr:sport_event:66457030,2026-06-17T17:00:00+00:00,sr:season:101177,Portugal,Congo DR,1,1,1.132,1.013
sr:sport_event:66457032,2026-06-18T02:00:00+00:00,sr:season:101177,Uzbekistan,Colombia,1,3,1.361,1.961
sr:sport_event:66457034,2026-06-23T17:00:00+00:00,sr:season:101177,Portugal,Uzbekistan,5,0,2.303,0.765
sr:sport_event:66457036,2026-06-24T02:00:00+00:00,sr:season:101177,Colombia,Congo DR,1,0,2.234,0.988
sr:sport_event:66457042,2026-06-17T20:00:00+00:00,sr:season:101177,England,Croatia,4,2,3.273,1.394
sr:sport_event:66457044,2026-06-17T23:00:00+00:00,sr:season:101177,Ghana,Panama,1,0,1.367,1.365
sr:sport_event:66457046,2026-06-23T20:00:00+00:00,sr:season:101177,England,Ghana,0,0,2.778,0.283
sr:sport_event:66457048,2026-06-23T23:00:00+00:00,sr:season:101177,Panama,Croatia,0,1,1.116,0.751
sr:sport_event:66457070,2026-06-14T17:00:00+00:00,sr:season:101177,Germany,Curacao,7,1,3.775,0.866
sr:sport_event:66457072,2026-06-14T23:00:00+00:00,sr:season:101177,Ivory Coast,Ecuador,1,0,2.209,1.118
sr:sport_event:66457074,2026-06-20T20:00:00+00:00,sr:season:101177,Germany,Ivory Coast,2,1,2.352,1.158
sr:sport_event:66457076,2026-06-21T00:00:00+00:00,sr:season:101177,Ecuador,Curacao,0,0,5.194,1.075
